year,gender,event,winner,time,seconds,course_record
2017,men,Collegiate Eights,Virginia RA,14:24.211,864.211,True
2018,men,Collegiate Eights,Michigan RA,15:58.108,958.108,False
2019,men,Collegiate Eights,MIT,14:25.901,865.901,False
2021,men,Collegiate Eights,MIT,14:54.924,894.924,False
2022,men,Collegiate Eights,Drexel,14:20.496,860.496,True
2023,men,Collegiate Eights,Tufts University,15:25.428,925.428,False
2024,men,Collegiate Eights,La Salle Rowing,14:33.565,873.565,False
2025,men,Collegiate Eights,Holy Cross,14:25.533,865.533,False
2005,men,Collegiate Fours,Colgate Univ.,17:38.472,1058.472,True
2006,men,Collegiate Fours,Colgate Univ.,18:12.470,1092.47,False
2007,men,Collegiate Fours,Michigan Rowing Assoc.,17:10.678,1030.678,True
2008,men,Collegiate Fours,University of Michigan,16:26.700,986.7,True
2009,men,Collegiate Fours,Fordham University,17:00.851,1020.851,False
2010,men,Collegiate Fours,WPI Crew,17:34.981,1054.981,False
2011,men,Collegiate Fours,University of Virginia Rowing Association,16:57.0,1017.0,False
2012,men,Collegiate Fours,University of Virginia Rowing Association,16:43.96,1003.96,False
2013,men,Collegiate Fours,University of Virginia Rowing Association,16:26.287,986.287,True
2014,men,Collegiate Fours,University of Virginia Rowing Association,16:16.055,976.055,True
2015,men,Collegiate Fours,University Of Notre Dame Men’s Crew Club,17:09.684,1029.684,False
2016,men,Collegiate Fours,Florida Institute of Technology,17:57.777,1077.777,False
2017,men,Collegiate Fours,UNC Men,16:04.425,964.425,True
2018,men,Collegiate Fours,Georgia Tech,18:17.412,1097.412,False
2019,men,Collegiate Fours,UCLA,16:19.035,979.035,False
2021,men,Collegiate Fours,Vanderbilt,16:49.708,1009.708,False
2022,men,Collegiate Fours,Notre Dame,16:12.784,972.784,False
2023,men,Collegiate Fours,Stetson,17:08.023,1028.023,False
2024,men,Collegiate Fours,San Diego,16:15.540,975.54,False
2025,men,Collegiate Fours,Jacksonville University Rowing,16:03.662,963.662,True
2005,men,Directors' Challenge Quads,Will Reimann (61),16:09.395,969.395,False
2006,men,Directors' Challenge Quads,Reimann/Laundon/Slocum/Habrel,15:20.049,920.049,True
2007,men,Directors' Challenge Quads,Raimund Haberl,15:30.772,930.772,False
2009,men,Directors' Challenge Quads,California Rowing Club,15:42.983,942.983,False
2010,men,Directors' Challenge Quads,G-Man Systems,14:56.193,896.193,False
2011,men,Directors' Challenge Quads,GMS Rowing Center,15:43.297,943.297,False
2012,men,Directors' Challenge Quads,Riverside Boat Club,16:08.78,968.78,False
2013,men,Directors' Challenge Quads,Potomac Boat Club,15:40.485,940.485,False
2014,men,Directors' Challenge Quads,Narragansett Boat Club,16:19.279,979.279,False
2015,men,Directors' Challenge Quads,Fruit Loops Rowing Association,15:28.524,928.524,False
2016,men,Directors' Challenge Quads,Fruit Loops Rowing Association,16:23.737,983.737,False
2017,men,Directors' Challenge Quads,Fruit Loops Rowing Association,14:39.318,879.318,True
2018,men,Directors' Challenge Quads,Fruit Loops Rowing Association,16:26.324,986.324,False
2019,men,Directors' Challenge Quads,Fruit Loops Rowing Association,14:58.709,898.709,False
2021,men,Directors' Challenge Quads,Fruit Loops Rowing Association,16:47.725,1007.725,False
2022,men,Directors' Challenge Quads,612e/MCRA/UVRF,15:05.205,905.205,False
2023,men,Directors' Challenge Quads,Fruit Loops,17:17.148,1037.148,False
2024,men,Directors' Challenge Quads,AMMH/CAN/SNHS Composite,15:03.009,903.009,False
2025,men,Directors' Challenge Quads,Rowing Ireland,14:36.177,876.177,False
2003,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"S. Hathaway, C. Leeds",18:10.724,1090.724,True
2005,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"R. Eldridge, T. Dryer",18:23.341,1103.341,False
2006,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"R. Haberl, R. Slocum",19:05.342,1145.342,False
2007,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"R. Haberl, R. Slocum",18:06.910,1086.91,True
2008,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"P. Kermond, S. Roop",18:07.400,1087.4,False
2009,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"P. Kermond, S. Roop",18:33.210,1113.21,False
2010,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"J. Tunnicliffe, R. Slocum",18:23.223,1103.223,False
2011,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Hughes, D. Hamilton",18:44.416,1124.416,False
2012,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"C. Windeknecht, M. Daemon",18:05.01,1085.01,True
2013,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",17:16.197,1036.197,True
2014,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",17:24.765,1044.765,False
2015,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",18:35.818,1115.818,False
2016,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",18:14.977,1094.977,False
2017,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",17:40.189,1060.189,False
2018,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",18:16.935,1096.935,False
2019,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",18:23.975,1103.975,False
2021,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"M. Smith, D. Gorriaran",18:07.587,1087.587,False
2022,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"G. Pooley, D. Gillard",17:36.714,1056.714,False
2023,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"G. Pooley, D. Gillard",17:23.184,1043.184,False
2024,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"K. Rasmussen, C. Molvig",17:40.091,1060.091,False
2025,men,Grand-Master Doubles Age Average of 50+ (no rower under 30),"K. Rasmussen, C. Molvig",17:55.987,1075.987,False
2003,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Grosse Ile RC,16:20.769,980.769,True
2005,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Kent Mitchell RC,16:37.063,997.063,False
2006,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Team Attager,16:57.419,1017.419,False
2007,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Team Attager,15:43.490,943.49,True
2008,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Team Attager,16:05.100,965.1,False
2009,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Team Attager,16:02.702,962.702,False
2010,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Team Attager,16:15.302,975.302,False
2011,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Team Attager,16:10.291,970.291,False
2012,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Palm Beach RA,15:59.78,959.78,False
2013,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Marin Rowing Association,15:29.874,929.874,True
2014,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Marin Rowing Association,15:39.403,939.403,False
2015,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Molesey Boat Club,16:14.138,974.138,False
2016,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Molesey Boat Club,15:28.833,928.833,False
2017,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Marin,15:28.144,928.144,False
2018,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Molesey,15:25.017,925.017,True
2019,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Ex Nemo,15:49.452,949.452,False
2021,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Ex Nemo,15:23.598,923.598,True
2022,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Ex Nemo,15:12.030,912.03,True
2023,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Ex Nemo,15:11.571,911.571,True
2024,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Marin,15:17.931,917.931,False
2025,men,Grand-Master Eights Age Average of 50+ (no rower under 30),Curtain University,15:20.611,920.611,False
2003,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Toronto Sculling Club,17:25.527,1045.527,True
2005,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Toronto Sculling Club,18:05.962,1085.962,False
2006,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Rocky Mountain RC,18:48.890,1128.89,False
2007,men,Grand-Master Fours Age Average of 50+ (no rower under 30),1980 Rowing Club,17:35.750,1055.75,False
2008,men,Grand-Master Fours Age Average of 50+ (no rower under 30),1980 Rowing Club,17:35.900,1055.9,False
2009,men,Grand-Master Fours Age Average of 50+ (no rower under 30),1980 Rowing Club,17:43.938,1063.938,False
2010,men,Grand-Master Fours Age Average of 50+ (no rower under 30),1980 Rowing Club,17:55.060,1075.06,False
2011,men,Grand-Master Fours Age Average of 50+ (no rower under 30),1980 Rowing Club,17:42.097,1062.097,False
2012,men,Grand-Master Fours Age Average of 50+ (no rower under 30),1980 Rowing Club,17:31.28,1051.28,False
2013,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Cambridge Boat Club,17:07.604,1027.604,True
2014,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Cambridge Boat Club,17:07.899,1027.899,False
2015,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Tyrian Club,18:24.083,1104.083,False
2016,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Wallingford Rowing Club,17:28.955,1048.955,False
2017,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Wallingford Rowing Club,17:05.637,1025.637,True
2018,men,Grand-Master Fours Age Average of 50+ (no rower under 30),London,18:09.519,1089.519,False
2019,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Cornell Alumni,17:47.066,1067.066,False
2021,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Marin,17:24.321,1044.321,False
2022,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Molesey,17:26.874,1046.874,False
2023,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Crabtree,17:03.900,1023.9,True
2024,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Crabtree,17:17.255,1037.255,False
2025,men,Grand-Master Fours Age Average of 50+ (no rower under 30),Crabtree,17:21.244,1041.244,False
1965,men,Grand-Master Singles 50+ years old,J.Olrich,21:36.0,1296.0,True
1966,men,Grand-Master Singles 50+ years old,J.Olrich,23:04.4,1384.4,False
1967,men,Grand-Master Singles 50+ years old,J.Olrich,22:43.8,1363.8,False
1968,men,Grand-Master Singles 50+ years old,R. Duncan,27:08.3,1628.3,False
1970,men,Grand-Master Singles 50+ years old,J. Olrich,20:53.7,1253.7,True
1971,men,Grand-Master Singles 50+ years old,J. Olrich,20:58.7,1258.7,False
1972,men,Grand-Master Singles 50+ years old,D. Challinor,21:35.2,1295.2,False
1973,men,Grand-Master Singles 50+ years old,D. Challinor,22:08.6,1328.6,False
1974,men,Grand-Master Singles 50+ years old,E. Lynch,22:26.4,1346.4,False
1975,men,Grand-Master Singles 50+ years old,E. Lynch,22:30.1,1350.1,False
1976,men,Grand-Master Singles 50+ years old,E. Lynch,21:31.6,1291.6,False
1977,men,Grand-Master Singles 50+ years old,E. Lynch,22:16.3,1336.3,False
1978,men,Grand-Master Singles 50+ years old,J. Welchli,21:23.7,1283.7,False
1979,men,Grand-Master Singles 50+ years old,"J. Kelly, Jr.",21:08.2,1268.2,False
1980,men,Grand-Master Singles 50+ years old,"J. Kelly, Jr.",21:01.2,1261.2,False
1981,men,Grand-Master Singles 50+ years old,J. Welchli,20:21.3,1221.3,True
1982,men,Grand-Master Singles 50+ years old,S. Pell,20:51.9,1251.9,False
1983,men,Grand-Master Singles 50+ years old,J. Welchli,20:20.5,1220.5,True
1984,men,Grand-Master Singles 50+ years old,S. Pell,20:12.9,1212.9,True
1985,men,Grand-Master Singles 50+ years old,G. Baines,22:13.5,1333.5,False
1986,men,Grand-Master Singles 50+ years old,C. Peterson,20:40.8,1240.8,False
1987,men,Grand-Master Singles 50+ years old,G. Baines,20:12.7,1212.7,True
1988,men,Grand-Master Singles 50+ years old,W. Reimann,21:01.4,1261.4,False
1989,men,Grand-Master Singles 50+ years old,J. McGowan,21:23.4,1283.4,False
1990,men,Grand-Master Singles 50+ years old,H. Treffeisen,19:42.7,1182.7,True
1991,men,Grand-Master Singles 50+ years old,L. Klecatsky,19:38.5,1178.5,True
1992,men,Grand-Master Singles 50+ years old,L. Klecatsky,18:54.3,1134.3,True
1993,men,Grand-Master Singles 50+ years old,L. Klecatsky,19:58.1,1198.1,False
1994,men,Grand-Master Singles 50+ years old,L. Klecatsky,19:12.7,1152.7,False
1995,men,Grand-Master Singles 50+ years old,L. Klecatsky,19:24.7,1164.7,False
1997,men,Grand-Master Singles 50+ years old,L. Carter,19:34.1,1174.1,False
1998,men,Grand-Master Singles 50+ years old,D. Howat,19:46.23,1186.23,False
1999,men,Grand-Master Singles 50+ years old,R. Spousta,19:33.81,1173.81,False
2000,men,Grand-Master Singles 50+ years old,R. Spousta,19:33.81,1173.81,False
2001,men,Grand-Master Singles 50+ years old,K. Juurakko,19:15.170,1155.17,False
2002,men,Grand-Master Singles 50+ years old,A. Flanders,19:56.269,1196.269,False
2003,men,Grand-Master Singles 50+ years old,Robert Slocum,19:39.260,1179.26,False
2005,men,Grand-Master Singles 50+ years old,Craig Leeds,21:31.301,1291.301,False
2006,men,Grand-Master Singles 50+ years old,Craig Leeds,20:53.285,1253.285,False
2007,men,Grand-Master Singles 50+ years old,David Gleeson,19:03.979,1143.979,False
2008,men,Grand-Master Singles 50+ years old,Michael Stolper,19:41.20,1181.2,False
2009,men,Grand-Master Singles 50+ years old,Michael Stolper,19:53.660,1193.66,False
2010,men,Grand-Master Singles 50+ years old,Peter MacGowan,18:54.519,1134.519,False
2011,men,Grand-Master Singles 50+ years old,Peter MacGowan,19:09.324,1149.324,False
2012,men,Grand-Master Singles 50+ years old,Greg Benning,19:21.9,1161.9,False
2013,men,Grand-Master Singles 50+ years old,Greg Benning,18:15.870,1095.87,True
2014,men,Grand-Master Singles 50+ years old,Greg Benning,18:15.165,1095.165,True
2015,men,Grand-Master Singles 50+ years old,Greg Benning,19:25.816,1165.816,False
2016,men,Grand-Master Singles 50+ years old,Greg Benning,18:23.893,1103.893,False
2017,men,Grand-Master Singles 50+ years old,Greg Benning,18:26.751,1106.751,False
2018,men,Grand-Master Singles 50+ years old,Greg Benning,19:06.785,1146.785,False
2019,men,Grand-Master Singles 50+ years old,Greg Benning,18:43.251,1123.251,False
2021,men,Grand-Master Singles 50+ years old,Russell Cone,18:56.664,1136.664,False
2022,men,Grand-Master Singles 50+ years old,Brian Jamieson,18:59.436,1139.436,False
2023,men,Grand-Master Singles 50+ years old,David Deschenes,19:01.696,1141.696,False
2024,men,Grand-Master Singles 50+ years old,Andrew Mactaggart,19:08.208,1148.208,False
2025,men,Grand-Master Singles 50+ years old,Geoffrey Hoffman,19:46.963,1186.963,False
2024,men,Grand-Veteran Doubles 80+ Age Average (no rower under 30),"J. Everett, B. Pasternak",25:46.829,1546.829,True
2025,men,Grand-Veteran Doubles 80+ Age Average (no rower under 30),"O. Simanovsky, M. Gefter",24:08.531,1448.531,True
2010,men,Grand-Veteran Singles 80+ years old,Richard Kendall (GV I),19:50.376,1190.376,True
2011,men,Grand-Veteran Singles 80+ years old,Richard Kendall (GV I),20:22.331,1222.331,False
2012,men,Grand-Veteran Singles 80+ years old,Christopher Collins (GVI),23:14.63,1394.63,False
2013,men,Grand-Veteran Singles 80+ years old,Richard Kendall (GV I),22:38.555,1358.555,False
2014,men,Grand-Veteran Singles 80+ years old,Christopher Collins (GV I),22:35.709,1355.709,False
2015,men,Grand-Veteran Singles 80+ years old,Christopher Collins (GV I),23:43.848,1423.848,False
2016,men,Grand-Veteran Singles 80+ years old,Carlo Zezza (GV I),23:03.005,1383.005,False
2017,men,Grand-Veteran Singles 80+ years old,Carlo Zezza (GV I),22:28.714,1348.714,False
2018,men,Grand-Veteran Singles 80+ years old,Carlo Zezza (GV I),23:47.727,1427.727,False
2019,men,Grand-Veteran Singles 80+ years old,Carlo Zezza (GV I),24:25.973,1465.973,False
2021,men,Grand-Veteran Singles 80+ years old,Bennett Jones (GV I),24:53.530,1493.53,False
2022,men,Grand-Veteran Singles 80+ years old,Henry Hamilton (GV I),25:06.330,1506.33,False
2023,men,Grand-Veteran Singles 80+ years old,Bob Heacox (GV I),24:09.226,1449.226,False
2024,men,Grand-Veteran Singles 80+ years old,Robert Lee (GV I),24:52.965,1492.965,False
2025,men,Grand-Veteran Singles 80+ years old,Donald Besser (GV I),24:41.248,1481.248,False
1965,men,Lightweight Eights,M.I.T.,16:32.0,992.0,True
1966,men,Lightweight Eights,Univ. of Penn.,17:17.7,1037.7,False
1967,men,Lightweight Eights,M.I.T. BC,17:33.0,1053.0,False
1968,men,Lightweight Eights,Harvard Univ.,18:00.0,1080.0,False
1970,men,Lightweight Eights,Harvard Univ.,15:38.0,938.0,True
1971,men,Lightweight Eights,U.S. Naval Acad.,15:35.5,935.5,True
1972,men,Lightweight Eights,Potomac BC,15:32.7,932.7,True
1973,men,Lightweight Eights,Princeton Univ.,16:37.2,997.2,False
1974,men,Lightweight Eights,Harvard Univ.,16:33.9,993.9,False
1975,men,Lightweight Eights,Harvard Univ.,16:52.1,1012.1,False
1976,men,Lightweight Eights,Cornell Univ.,16:13.6,973.6,False
1977,men,Lightweight Eights,Princeton Univ.,16:49.1,1009.1,False
1978,men,Lightweight Eights,Princeton Univ.,16:04.4,964.4,False
1979,men,Lightweight Eights,Cornell Univ.,16:18.4,978.4,False
1980,men,Lightweight Eights,St. Catharines RC,15:59.9,959.9,False
1981,men,Lightweight Eights,St. Catharines RC,15:33.1,933.1,False
1982,men,Lightweight Eights,St. Catharines RC,15:15.3,915.3,True
1983,men,Lightweight Eights,St. Catharines RC,14:48.4,888.4,True
1984,men,Lightweight Eights,St. Catharines RC,14:45.1,885.1,True
1985,men,Lightweight Eights,St. Catharines RC,15:56.1,956.1,False
1986,men,Lightweight Eights,Vesper BC,14:56.2,896.2,False
1987,men,Lightweight Eights,Vesper BC,15:02.8,902.8,False
1988,men,Lightweight Eights,St. Catharines RC,16:00.9,960.9,False
1989,men,Lightweight Eights,Vesper BC,16:13.5,973.5,False
1990,men,Lightweight Eights,Vesper BC,15:12.4,912.4,False
1991,men,Lightweight Eights,Boston RC,14:40.4,880.4,False
1992,men,Lightweight Eights,St. Catharines RC,14:32.7,872.7,True
1993,men,Lightweight Eights,Vesper BC,15:00.2,900.2,False
1994,men,Lightweight Eights,Boston RC,14:40.4,880.4,False
