year,gender,event,winner,time,seconds,course_record
1991,men,Lightweight Fours,Boston RC,17:30.3,1050.3,False
1992,men,Lightweight Fours,Thames Riv. Sculls,16:33.3,993.3,False
1993,men,Lightweight Fours,U.S. Rowing,16:47.7,1007.7,False
1994,men,Lightweight Fours,Potomac BC,16:32.2,992.2,False
1995,men,Lightweight Fours,Boston RC,16:08.0,968.0,True
1997,men,Lightweight Fours,Western RC,16:16.0,976.0,False
1998,men,Lightweight Fours,Boston Rowing Club,16:30.36,990.36,False
1999,men,Lightweight Fours,Malta Boat Club,16:34.48,994.48,False
2000,men,Lightweight Fours,Princeton Training Ctr,16:38.48,998.48,False
2001,men,Lightweight Fours,Western RC,16:24.210,984.21,False
2002,men,Lightweight Fours,US Rowing,17:05.603,1025.603,False
2003,men,Lightweight Fours,New York Athletic Club,15:49.633,949.633,True
2005,men,Lightweight Fours,Ottawa Rowing Club,17:15.230,1035.23,False
2006,men,Lightweight Fours,Ottawa Rowing Club,16:46.840,1006.84,False
2007,men,Lightweight Fours,New York Athletic Club,16:29.091,989.091,False
2009,men,Lightweight Fours,Don Rowing Club,17:26.637,1046.637,False
2010,men,Lightweight Fours,Yale University,16:23.619,983.619,False
2011,men,Lightweight Fours,New York Athletic Club,16:29.705,989.705,False
2012,men,Lightweight Fours,New York Athletic Club,16:55.26,1015.26,False
2013,men,Lightweight Fours,University of Pennsylvania,17:33.142,1053.142,False
2014,men,Lightweight Fours,London Training Center,16:28.191,988.191,False
2015,men,Lightweight Fours,Cornell University Crew,16:45.915,1005.915,False
2016,men,Lightweight Fours,New York Athletic Club,17:59.738,1079.738,False
2017,men,Lightweight Fours,Yale,15:42.932,942.932,True
2018,men,Lightweight Fours,Georgetown,17:33.192,1053.192,False
2019,men,Lightweight Fours,University of Pennsylvania,15:59.492,959.492,False
2021,men,Lightweight Fours,University of Pennsylvania,16:29.246,989.246,False
2022,men,Lightweight Fours,British Columbia,15:45.870,945.87,False
2023,men,Lightweight Fours,Cornell,16:57.080,1017.08,False
2024,men,Lightweight Fours,Penn,16:11.099,971.099,False
2025,men,Lightweight Fours,Harvard,15:40.880,940.88,False
1965,men,Lightweight Singles,L. Fogelberg,19:54.0,1194.0,True
1966,men,Lightweight Singles,L. Sompayrac,21:24.7,1284.7,False
1967,men,Lightweight Singles,L. Klecatsky,21:14.8,1274.8,False
1968,men,Lightweight Singles,E. Frederick,21:28.9,1288.9,False
1970,men,Lightweight Singles,L. Klecatsky,18:44.4,1124.4,True
1971,men,Lightweight Singles,L. Klecatsky,18:39.8,1119.8,True
1972,men,Lightweight Singles,L. Klecatsky,18:58.2,1138.2,False
1973,men,Lightweight Singles,L. Klecatsky,19:04.2,1144.2,False
1974,men,Lightweight Singles,L. Klecatsky,19:46.5,1186.5,False
1975,men,Lightweight Singles,L. Klecatsky,18:52.2,1132.2,False
1976,men,Lightweight Singles,L. Klecatsky,18:41.4,1121.4,False
1977,men,Lightweight Singles,L. Klecatsky,20:01.7,1201.7,False
1978,men,Lightweight Singles,L. Klecatsky,19:00.6,1140.6,False
1979,men,Lightweight Singles,T. Hazeltime,19:06.7,1146.7,False
1980,men,Lightweight Singles,L. Klecatsky,19:00.5,1140.5,False
1981,men,Lightweight Singles,S. Roop,17:57.6,1077.6,True
1982,men,Lightweight Singles,S. Roop,18:12.1,1092.1,False
1983,men,Lightweight Singles,P. Fuchs,17:30.6,1050.6,True
1984,men,Lightweight Singles,P. Fuchs,17:24.8,1044.8,True
1985,men,Lightweight Singles,P. Tattersall,19:24.6,1164.6,False
1986,men,Lightweight Singles,P. Tatersall,18:28.4,1108.4,False
1987,men,Lightweight Singles,P. Fuchs,18:21.6,1101.6,False
1988,men,Lightweight Singles,P. Fuchs,19:31.1,1171.1,False
1989,men,Lightweight Singles,F. Goebel,19:46.7,1186.7,False
1990,men,Lightweight Singles,T. O’hara,18:20.9,1100.9,False
1991,men,Lightweight Singles,C. Shulten,19:30.9,1170.9,False
1992,men,Lightweight Singles,B. Sweenor,17:35.7,1055.7,False
1993,men,Lightweight Singles,T. Auth,18:40.6,1120.6,False
1994,men,Lightweight Singles,C. Shulten,17:49.8,1069.8,False
1995,men,Lightweight Singles,C. Shulten,18:18.5,1098.5,False
1997,men,Lightweight Singles,I. Brambell,18:10.6,1090.6,False
1998,men,Lightweight Singles,D. Sanderson,18:34.71,1114.71,False
1999,men,Lightweight Singles,D. Sanderson,18:37.02,1117.02,False
2000,men,Lightweight Singles,D. Sanders,18:51.43,1131.43,False
2001,men,Lightweight Singles,A. Zosuls,18:31.309,1111.309,False
2002,men,Lightweight Singles,J. Bujas,19:00.478,1140.478,False
2003,men,Lightweight Singles,Richard Montgomery,18:22.081,1102.081,False
2005,men,Lightweight Singles,Andrew Liverman,19:21.710,1161.71,False
2006,men,Lightweight Singles,Richard Montgomery,18:20.925,1100.925,False
2007,men,Lightweight Singles,Richard Montgomery,18:31.325,1111.325,False
2008,men,Lightweight Singles,Timothy Larson,18:18.400,1098.4,False
2009,men,Lightweight Singles,Simon Gowdy,19:31.118,1171.118,False
2010,men,Lightweight Singles,Christopher Storm,18:06.285,1086.285,False
2011,men,Lightweight Singles,Jonathan Winter,18:28.636,1108.636,False
2012,men,Lightweight Singles,David Smith,19:06.2,1146.2,False
2013,men,Lightweight Singles,Nicolas Pratt,18:52.176,1132.176,False
2014,men,Lightweight Singles,Hugh McAdam,18:35.237,1115.237,False
2015,men,Lightweight Singles,Hugh McAdam,18:36.871,1116.871,False
2016,men,Lightweight Singles,Hugh McAdam,18:33.826,1113.826,False
2017,men,Lightweight Singles,Hugh McAdam,18:10.962,1090.962,False
2018,men,Lightweight Singles,Hugh McAdam,18:38.563,1118.563,False
2019,men,Lightweight Singles,Jasper Liu,18:10.173,1090.173,False
2021,men,Lightweight Singles,Zachary Heese,17:52.607,1072.607,False
2022,men,Lightweight Singles,Jamie Copus,17:43.730,1063.73,False
2023,men,Lightweight Singles,Ashton Knight,18:01.314,1081.314,False
2024,men,Lightweight Singles,Justin Schmidt,17:55.851,1075.851,False
2025,men,Lightweight Singles,Justin Schmidt,17:58.896,1078.896,False
2023,men,Master Doubles Age Average of 30+ (no rower under 30),"A. Sauvageau, G. Yost",17:35.644,1055.644,True
2024,men,Master Doubles Age Average of 30+ (no rower under 30),"C. Massey, B. Wettach",17:31.404,1051.404,True
2025,men,Master Doubles Age Average of 30+ (no rower under 30),"C. Massey, B. Wettach",17:35.985,1055.985,False
2024,men,Master Eights Age Average of 30+ (no rower under 30),Peking,16:41.147,1001.147,True
2025,men,Master Eights Age Average of 30+ (no rower under 30),RV De Laak,15:52.572,952.572,True
2024,men,Master Fours Age Average of 30+ (no rower under 30),Minneapolis,16:42.651,1002.651,True
2025,men,Master Fours Age Average of 30+ (no rower under 30),Minneapolis,16:47.720,1007.72,False
1977,men,Master Singles 30+ years old,F. Duling,20:45.4,1245.4,True
1978,men,Master Singles 30+ years old,H. Hamilton,20:28.6,1228.6,True
1979,men,Master Singles 30+ years old,J. Dietz,18:59.4,1139.4,True
1980,men,Master Singles 30+ years old,N. Halleen,19:55.6,1195.6,False
1981,men,Master Singles 30+ years old,N. Halleen,19:01.8,1141.8,False
1982,men,Master Singles 30+ years old,N. Halleen,19:02.3,1142.3,False
1983,men,Master Singles 30+ years old,F. Bachman,18:49.3,1129.3,True
1984,men,Master Singles 30+ years old,R. Spousta,18:16.9,1096.9,True
1985,men,Master Singles 30+ years old,J. Dietz,19:54.4,1194.4,False
1986,men,Master Singles 30+ years old,R. Spousta,18:47.2,1127.2,False
1987,men,Master Singles 30+ years old,R. Spousta,19:10.7,1150.7,False
1988,men,Master Singles 30+ years old,S. Hathaway,20:01.1,1201.1,False
1989,men,Master Singles 30+ years old,B. Smith,21:10.0,1270.0,False
1991,men,Master Singles 30+ years old,M. Hindery,19:45.9,1185.9,False
1992,men,Master Singles 30+ years old,M. Hindery,18:25.9,1105.9,False
1993,men,Master Singles 30+ years old,J. Bouscaren,19:07.2,1147.2,False
1994,men,Master Singles 30+ years old,G. Benning,18:30.4,1110.4,False
1995,men,Master Singles 30+ years old,J. Bouscaren,18:23.6,1103.6,False
1997,men,Master Singles 30+ years old,T. Darling,18:17.1,1097.1,False
1998,men,Master Singles 30+ years old,J. Gordon,18:21.31,1101.31,False
1999,men,Master Singles 30+ years old,J. Gordon,18:57.24,1137.24,False
2000,men,Master Singles 30+ years old,G. Benning,19:44.76,1184.76,False
2001,men,Master Singles 30+ years old,Thomas Bohrer,18:25.630,1105.63,False
2002,men,Master Singles 30+ years old,Thomas Bohrer,19:13.589,1153.589,False
2003,men,Master Singles 30+ years old,Russell Cone,18:24.662,1104.662,False
2005,men,Master Singles 30+ years old,Russell Cone,20:21.484,1221.484,False
2006,men,Master Singles 30+ years old,Dale Hawkins,18:39.363,1119.363,False
2007,men,Master Singles 30+ years old,David Gabel,18:42.122,1122.122,False
2008,men,Master Singles 30+ years old,Adam Holland,19:23.000,1163.0,False
2009,men,Master Singles 30+ years old,Bjorn Anders Holmberg,19:11.883,1151.883,False
2010,men,Master Singles 30+ years old,Bjorn Anders Holmberg,18:27.288,1107.288,False
2011,men,Master Singles 30+ years old,Matt McCarthy,18:59.156,1139.156,False
2012,men,Master Singles 30+ years old,Matt McCarthy,19:19.37,1159.37,False
2013,men,Master Singles 30+ years old,Peter Morelli,19:13.114,1153.114,False
2014,men,Master Singles 30+ years old,Michael Farry,19:58.391,1198.391,False
2015,men,Master Singles 30+ years old,Andrew Hashway,18:55.829,1135.829,False
2016,men,Master Singles 30+ years old,Andrew Hashway,19:44.796,1184.796,False
2017,men,Master Singles 30+ years old,Andrew Hashway,18:13.613,1093.613,True
2018,men,Master Singles 30+ years old,Brendan McEwan,18:50.449,1130.449,False
2019,men,Master Singles 30+ years old,Dave Ringham,18:59.505,1139.505,False
2021,men,Master Singles 30+ years old,Gregory Ansolabehere,18:46.721,1126.721,False
2022,men,Master Singles 30+ years old,Brendan McEwan,18:22.914,1102.914,False
2023,men,Master Singles 30+ years old,Ben Wettach,18:22.762,1102.762,False
2024,men,Master Singles 30+ years old,Alex Twist,18:13.921,1093.921,False
2025,men,Master Singles 30+ years old,Brendan McEwan,18:42.971,1122.971,False
1994,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),Rude & Smooth,17:45.7,1065.7,True
1995,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),Rude & Smooth,18:20.6,1100.6,False
1997,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),Western RC,17:56.7,1076.7,False
1998,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),Cambridge Boat Club,17:59.07,1079.07,False
1999,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),California Yacht Club,18:13.84,1093.84,False
2000,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"Hathaway, Leeds",17:54.11,1074.11,False
2001,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"Gwadz, Bax",17:23.810,1043.81,True
2002,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"Gwadz, Bax",17:48.560,1068.56,False
2003,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",17:13.688,1033.688,True
2005,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",19:38.607,1178.607,False
2006,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",18:19.098,1099.098,False
2007,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",17:29.592,1049.592,False
2008,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",17:20.500,1040.5,False
2009,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"D. Johnson, G. Benning",17:24.987,1044.987,False
2010,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"J. Manson, G. Benning",18:03.913,1083.913,False
2011,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",18:40.401,1120.401,False
2012,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"M. Smith, D. Gorriaran",17:22.37,1042.37,False
2013,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"R. White, K. McDonnel",18:31.417,1111.417,False
2014,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"P. Johnson, J. Dundon",18:58.155,1138.155,False
2015,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"S. Wolf, P. Morelli",18:05.578,1085.578,False
2016,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"S. Wolf, P. Morelli",17:59.636,1079.636,False
2017,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"S. Wolf, P. Morelli",17:21.309,1041.309,False
2018,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"S. Wolf, P. Morelli",17:44.277,1064.277,False
2019,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"G. Kaplan, M. Farry",17:53.000,1073.0,False
2021,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"S. Wolf, P. Morelli",17:28.714,1048.714,False
2022,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"N. Kelly, J. Watkins",16:55.843,1015.843,True
2023,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"N. Kelly, J. Watkins",17:00.085,1020.085,False
2024,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"N. Kellly, J. Watkins",17:24.010,1044.01,False
2025,men,Senior-Master Doubles Age Average of 40+ (no rower under 30),"N. Kellly, J. Watkins",17:33.738,1053.738,False
1995,men,Senior-Master Eights Age Average of 40+ (no rower under 30),1980 RC,15:38.8,938.8,True
1997,men,Senior-Master Eights Age Average of 40+ (no rower under 30),1980 RC,15:30.9,930.9,True
1998,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Leander Boat Club,15:26.82,926.82,False
1999,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Palm Beach Ra,15:54.71,954.71,False
2000,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Leander Boat Club,15:56.51,956.51,False
2001,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Leander Boat Club,15:16.139,916.139,True
2002,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Palm Beach Ra,16:05.564,965.564,False
2003,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Pocock Rowing Center,15:22.026,922.026,False
2005,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Penn AC,15:22.323,922.323,False
2006,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Pocock Rowing Center,15:57.194,957.194,False
2007,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Penn AC,15:24.731,924.731,False
2008,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Kent Mitchell RC,15:20.400,920.4,False
2009,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Pennsylvania Athletic Center,15:26.466,926.466,False
2010,men,Senior-Master Eights Age Average of 40+ (no rower under 30),RV Rijnland,15:38.652,938.652,False
2011,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Kennebecasis Rowing Club,15:36.387,936.387,False
2012,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Molesey Boat Club,15:14.86,914.86,True
2013,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Kennebecasis Rowing Club,14:51.382,891.382,True
2014,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Shannon Rowing Club,14:46.602,886.602,True
2015,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Molesey Boat Club,15:22.317,922.317,False
2016,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Molesey Boat Club,15:24.083,924.083,False
2017,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Shannon,15:01.254,901.254,False
2018,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Kennebecasis,15:28.415,928.415,False
2019,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Marin,15:10.794,910.794,False
2021,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Marin,15:04.988,904.988,False
2022,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Marin,14:52.692,892.692,False
2023,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Marin,14:41.181,881.181,False
2024,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Ex Nemo,15:14.115,914.115,False
2025,men,Senior-Master Eights Age Average of 40+ (no rower under 30),Fat Cat,15:13.571,913.571,False
1995,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Albatros Klagenfurt,17:21.1,1041.1,True
1997,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Belfast RC,17:03.38,1023.38,True
1998,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach Ra,17:54.23,1074.23,False
1999,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach Ra,17:55.33,1075.33,False
2000,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach Ra,18:07.42,1087.42,False
2001,men,Senior-Master Fours Age Average of 40+ (no rower under 30),1980 RC,17:24.230,1044.23,False
2002,men,Senior-Master Fours Age Average of 40+ (no rower under 30),1980 RC,17:54.505,1074.505,False
2003,men,Senior-Master Fours Age Average of 40+ (no rower under 30),1980 Rowing Club,17:10.816,1030.816,False
2005,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Cambridge Boat Club,18:47.473,1127.473,False
2006,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Cambridge Boar Club,18:31.447,1111.447,False
2007,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Cambridge Boat Club,17:40.614,1060.614,False
2008,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Cambridge Boat Club,17:03.600,1023.6,False
2009,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach RA,17:15.089,1035.089,False
2010,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach RA,17:14.280,1034.28,False
2011,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Charles River Rowing Association,17:10.269,1030.269,False
2012,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Pocock Rowing Center,17:41.05,1061.05,False
2013,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Marin Rowing Association,17:15.672,1035.672,False
2014,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach Rowing Assoc.,17:02.61,1022.61,True
2015,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Molesey Boat Club,17:01.585,1021.585,True
2016,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Palm Beach Rowing Assoc.,17:25.514,1045.514,False
2017,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Sammamish Association,16:59.544,1019.544,True
2018,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Molesey,17:14.776,1034.776,False
2019,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Crabtree,16:54.764,1014.764,True
2021,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Potomac,17:11.163,1031.163,False
2022,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Ex Nemo,16:35.649,995.649,True
2023,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Club Nautico De San Juan,16:41.654,1001.654,False
2024,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Club Nautico De San Juan,16:49.877,1009.877,False
2025,men,Senior-Master Fours Age Average of 40+ (no rower under 30),Crabtree,16:58.853,1018.853,False
1965,men,Senior-Master Singles 40+ years old,"B. Pirnie, Jr.",23:05.0,1385.0,True
1966,men,Senior-Master Singles 40+ years old,W. Brace,22:12.3,1332.3,True
1967,men,Senior-Master Singles 40+ years old,W. Brace,21:35.5,1295.5,True
1968,men,Senior-Master Singles 40+ years old,"R. Emmet, Jr.",25:36.9,1536.9,False
1970,men,Senior-Master Singles 40+ years old,E. Lynch,20:45.1,1245.1,True
1971,men,Senior-Master Singles 40+ years old,J. Welchli,20:00.8,1200.8,True
1972,men,Senior-Master Singles 40+ years old,J. Welchli,20:01.6,1201.6,False
1973,men,Senior-Master Singles 40+ years old,S. Cromwell,20:24.0,1224.0,False
1974,men,Senior-Master Singles 40+ years old,G. Ignas,21:58.4,1318.4,False
1975,men,Senior-Master Singles 40+ years old,G. Ignas,22:24.8,1344.8,False
1976,men,Senior-Master Singles 40+ years old,J. Welchli,20:58.2,1258.2,False
1977,men,Senior-Master Singles 40+ years old,R. Abromeit,21:53.1,1313.1,False
1978,men,Senior-Master Singles 40+ years old,R. Abromeit,21:03.7,1263.7,False
1979,men,Senior-Master Singles 40+ years old,B. Jones,20:09.6,1209.6,False
1980,men,Senior-Master Singles 40+ years old,R. Perkins,20:12.4,1212.4,False
1981,men,Senior-Master Singles 40+ years old,H. Parker,19:33.3,1173.3,True
1982,men,Senior-Master Singles 40+ years old,J. McGowan,18:35.7,1115.7,True
1983,men,Senior-Master Singles 40+ years old,J. McGowan,18:35.9,1115.9,False
1984,men,Senior-Master Singles 40+ years old,M. McGowan,18:34.3,1114.3,True
1985,men,Senior-Master Singles 40+ years old,N. Halleen,20:19.8,1219.8,False
1986,men,Senior-Master Singles 40+ years old,J. McGowan,19:00.0,1140.0,False
1987,men,Senior-Master Singles 40+ years old,N. Halleen,19:21.8,1161.8,False
1988,men,Senior-Master Singles 40+ years old,H. Hamilton,20:23.3,1223.3,False
1989,men,Senior-Master Singles 40+ years old,R. Spousta,21:07.3,1267.3,False
1990,men,Senior-Master Singles 40+ years old,R. Spousta,18:57.6,1137.6,False
1991,men,Senior-Master Singles 40+ years old,J. Dietz,19:21.9,1161.9,False
1992,men,Senior-Master Singles 40+ years old,R. Spousta,18:32.1,1112.1,True
1993,men,Senior-Master Singles 40+ years old,P. Monckton,19:51.1,1191.1,False
1994,men,Senior-Master Singles 40+ years old,M. Hindery,19:07.9,1147.9,False
1995,men,Senior-Master Singles 40+ years old,S. Hathaway,19:04.4,1144.4,False
1997,men,Senior-Master Singles 40+ years old,S. Hathaway,18:52.7,1132.7,False
1998,men,Senior-Master Singles 40+ years old,S. Hathaway,19:11.95,1151.95,False
1999,men,Senior-Master Singles 40+ years old,L. Burquier,19:37.71,1177.71,False
2000,men,Senior-Master Singles 40+ years old,P. Monchton,20:27.04,1227.04,False
2001,men,Senior-Master Singles 40+ years old,J. Gordon,18:59.319,1139.319,False
2002,men,Senior-Master Singles 40+ years old,J. Gordon,19:55.871,1195.871,False
2003,men,Senior-Master Singles 40+ years old,John Tracey,18:56.241,1136.241,False
2005,men,Senior-Master Singles 40+ years old,Thomas Darling,21:13.193,1273.193,False
2006,men,Senior-Master Singles 40+ years old,Gregory Benning,19:47.535,1187.535,False
2007,men,Senior-Master Singles 40+ years old,Gregory Benning,18:19.758,1099.758,True
2008,men,Senior-Master Singles 40+ years old,Thomas Bohrer,18:34.600,1114.6,False
2009,men,Senior-Master Singles 40+ years old,Thomas Bohrer,18:38.605,1118.605,False
2010,men,Senior-Master Singles 40+ years old,James McGaffigan,18:58.909,1138.909,False
2011,men,Senior-Master Singles 40+ years old,James McGaffigan,18:39.155,1119.155,False
2012,men,Senior-Master Singles 40+ years old,Russell Cone,18:26.98,1106.98,False
2013,men,Senior-Master Singles 40+ years old,Russell Cone,18:25.223,1105.223,False
2014,men,Senior-Master Singles 40+ years old,James Mcgaffigan,18:23.765,1103.765,False
2015,men,Senior-Master Singles 40+ years old,Russell Cone,19:32.347,1172.347,False
2016,men,Senior-Master Singles 40+ years old,Hugh Mackworth-Praed,19:09.917,1149.917,False
2017,men,Senior-Master Singles 40+ years old,Hans Halvorson,18:41.970,1121.97,False
2018,men,Senior-Master Singles 40+ years old,Jamie Koven,19:19.168,1159.168,False
2019,men,Senior-Master Singles 40+ years old,Jamie Koven,19:10.643,1150.643,False
2021,men,Senior-Master Singles 40+ years old,Gregory Benning,18:49.187,1129.187,False
2022,men,Senior-Master Singles 40+ years old,Thomas Graves,18:15.477,1095.477,True
2023,men,Senior-Master Singles 40+ years old,Richard Connell,18:34.49,1114.49,False
2024,men,Senior-Master Singles 40+ years old,Matt Schaeffer,18:49.919,1129.919,False
2025,men,Senior-Master Singles 40+ years old,Tom Peszek,18:05.665,1085.665,True
2014,men,Senior-Veteran Doubles 70+ Age Average,"R. Slocum, R. Lyon",21:04.269,1264.269,True
2015,men,Senior-Veteran Doubles 70+ Age Average,"R. Slocum, J. Laundon",22:03.147,1323.147,False
2016,men,Senior-Veteran Doubles 70+ Age Average,"J. Laundon, R. Slocum",22:19.666,1339.666,False
2017,men,Senior-Veteran Doubles 70+ Age Average,"D. Hunt, S. Schaffran",20:25.851,1225.851,True
2018,men,Senior-Veteran Doubles 70+ Age Average,"D. Hunt, S. Schaffran",21:12.195,1272.195,False
2019,men,Senior-Veteran Doubles 70+ Age Average,"D. Hunt, S. Schaffran",21:31.643,1291.643,False
2021,men,Senior-Veteran Doubles 70+ Age Average,"P. Ramsey, P. Hirtle",21:16.071,1276.071,False
2022,men,Senior-Veteran Doubles 70+ Age Average,"R. Stewart, T. Bishop",19:16.438,1156.438,True
2023,men,Senior-Veteran Doubles 70+ Age Average,"H. Spurway, C. Kane",22:00.200,1320.2,False
2024,men,Senior-Veteran Doubles 70+ Age Average,"J. Laband, P. Hirtle",20:38.372,1238.372,False
2025,men,Senior-Veteran Doubles 70+ Age Average,"C. M. Arnold, J. Rubini",21:05.254,1265.254,False
2014,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Occaquan International,17:39.837,1059.837,True
2015,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Occaquan International,18:46.604,1126.604,False
2016,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Occaquan International,18:13.150,1093.15,False
2017,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Occaquan International,18:02.489,1082.489,False
2018,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Upper Thames,17:46.973,1066.973,False
2019,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Team Attager,18:09.041,1089.041,False
2021,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Team Attager,18:14.140,1094.14,False
2022,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Ancient Mariners,17:39.537,1059.537,True
2023,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Ancient Mariners,17:43.057,1063.057,False
2024,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Upper Yarra,17:46.185,1066.185,False
2025,men,Senior-Veteran Eights 70+ Age Average (no rower under 30),Upper Yarra,17:55.942,1075.942,False
2014,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Avalon,25:30.071,1530.071,True
2017,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Avalon,25:06.694,1506.694,True
2018,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Chinook,24:06.791,1446.791,True
2019,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Chinook,24:08.312,1448.312,False
2021,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Ancient Mariners,20:04.177,1204.177,False
2022,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Riverside,20:30.732,1230.732,False
2023,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Riverside,20:12.545,1212.545,False
2024,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Riverside,19:57.138,1197.138,True
2025,men,Senior-Veteran Fours 70+ Age Average (no rower under 30),Riverside,20:05.651,1205.651,False
1997,men,Senior-Veteran Singles 70+ years old,T. Sprague (73),22:23.8,1343.8,True
1998,men,Senior-Veteran Singles 70+ years old,T. Sprague (74),22:45.10,1365.1,False
1999,men,Senior-Veteran Singles 70+ years old,D. Challinor (79),23:48.26,1428.26,False
2000,men,Senior-Veteran Singles 70+ years old,Richard Kendall (70),21:45.82,1305.82,True
