year,name,uid,pdf
2022,Occoquan Collegiate Invitational (PM Racing),7FAB9A74A09340A5E18D8D732DBB952C,
2022,"St. Andrew's Regatta #3 - Girls - St. Andrew's (DE), Bethesda-Chevy Chase HS (MD",3884F43EB2579BAA824FF9587C097AE0,
2022,Whitman/Yorktown/Bethesda-Chevy Chase Regatta,A22BCC3A0C1D7EA222A334065FD55457,data/raw/row2k\2022_whitman_yorktown_bethesda_chevy_chase_re.pdf
2023,Head of the (LA) Harbor,ACB93A4972B7D27ED39CBD00E211AFBC,
2023,San Diego Fall Classic,6910ED265B40CA6BAE7B11CBF169B6FB,
2023,"Foot of the Charles, Men",0DDEE0301AFA025EBCE5297811864141,data/raw/row2k\2023_foot_of_the_charles_men.pdf
2023,Head of the Arlington,35DEC119FC298531B4CE2BCE1A496A74,data/raw/row2k\2023_head_of_the_arlington.pdf
2023,"Foot of the Charles, Women",33CD42B3C71C0E39AD16CF6EDB45A4AE,
2023,Mercer Fall Classic,56A79263560410C8E8F3BCC4AFBF107B,
2023,Head of the Marina Regatta,7E2C3C48AAC6D0CAB494AEA8517C4D75,
2023,Heart of the Housatonic,8DE182D7BB4FAED682B612B3AC275BD3,
2023,"Washington College, Catholic University, St Mary's College; Head of the Chester",8A7049E38AF4D1548DDE82E0A79DB3EC,
2023,Tail of the Passaic: Nereid Boat Club vs. Connecticut Boat Club vs. Port Rowing,1A7E2EB89F0A6546C8AE905B51D4DFFD,
2023,Head Of the Oklahoma - Sunday,786C1B736FA1BC694B80CC1D7B790FB4,data/raw/row2k\2023_head_of_the_oklahoma_sunday.pdf
2023,Head of the Potomac,027CAC421CA9889183C4F249C17B4DAB,data/raw/row2k\2023_head_of_the_potomac.pdf
2023,Head of the Riverfront,BF7CC2C060EA6FCC5D395B34467EB4D6,data/raw/row2k\2023_head_of_the_riverfront.pdf
2023,WISCO Chase,B6B763E28E5453C26C9D2542C0D2FCE6,data/raw/row2k\2023_wisco_chase.pdf
2023,Head of the Trent Regatta,FC15EB45CEC922A0128D50481313692F,data/raw/row2k\2023_head_of_the_trent_regatta.pdf
2023,Mohawk Fall Classic Regatta,E99CF4FDF230A04BB7339BB0D244FBFB,data/raw/row2k\2023_mohawk_fall_classic_regatta.pdf
2023,Textile River Regatta,EE058909A47CF39EC7BA6E9B5983C413,data/raw/row2k\2023_textile_river_regatta.pdf
2023,Tail of the Lake,CA7AC657620E7C235E67F8DCDA8BCD0E,data/raw/row2k\2023_tail_of_the_lake.pdf
2023,Head of The Christina,7AB65873C28A8F3D66264EC45D70B1BC,data/raw/row2k\2023_head_of_the_christina.pdf
2023,Head Of the Oklahoma - Saturday,EF61FA0E25E83ADFB53C921C9585E9BE,data/raw/row2k\2023_head_of_the_oklahoma_saturday.pdf
2023,Head of the Grand,FE84694FBE1588EEAF899C1D96851DB3,data/raw/row2k\2023_head_of_the_grand.pdf
2023,Sweepers Head of the Potomac (SWHOP),5BFE91558C44983959F5EEC022DBAA95,data/raw/row2k\2023_sweepers_head_of_the_potomac_swhop.pdf
2023,Head of the Dog,A1FAA772472254F026662438EB54ADC1,data/raw/row2k\2023_head_of_the_dog.pdf
2023,Tail of the Fish,840DF43CB83F05A806C9A8E7FD813E8D,
2023,Guardian Chase,3D7654F80238B25D3999A7D6A419737F,data/raw/row2k\2023_guardian_chase.pdf
2023,Head of the Hudson,B6C0B09BB67A75C3C9E5E75A26DDFEAB,data/raw/row2k\2023_head_of_the_hudson.pdf
2023,Head of the Cuyahoga,ABEE4608E3042919158C8E049543EA2D,data/raw/row2k\2023_head_of_the_cuyahoga.pdf
2023,Occoquan Memorial Sprints,8885E8C6ADDCDD365754B18F115ADDAC,data/raw/row2k\2023_occoquan_memorial_sprints.pdf
2023,Schuylkill Navy Regatta,92D207FC1169F8DE59EBD78B0A125064,data/raw/row2k\2023_schuylkill_navy_regatta.pdf
2023,"Charles River Novice Extravaganza: Brookline, Boston Latin, & Cambridge Rindge &",55703123A3A250984E5D860A86D576E8,
2023,Charles River Racing Series #8,81207E0B003FF7D7F41D63546E9EF61F,data/raw/row2k\2023_charles_river_racing_series_8.pdf
2023,"St. Andrew's Regatta (boys): St. Andrew's (DE), Bethesda-Chevy Chase, Jackson-Re",A8D8E37280ECE38F3105FB70F4F8FB6C,
2023,Upper Schuylkill Challenge,13C370B089F2B71F6FDDEC73B94FE3A2,
2023,Charles River Racing Series #7,EC77E447D63FEDA39FD31427FA00001F,data/raw/row2k\2023_charles_river_racing_series_7.pdf
2023,"Upper Schuylkill Challenge - Washington College, Stockton University, Cabrini Un",34A4C191B30417F237393FAA61559BA3,
2023,Charles River Racing Series #6,56E4D0276C464EBCFD6DFB84981E441B,data/raw/row2k\2023_charles_river_racing_series_6.pdf
2023,Charles River Racing Series #5,B7EE25B6A7923008AC8AD162E0B16195,data/raw/row2k\2023_charles_river_racing_series_5.pdf
2023,Occoquan Collegiate Invitational (AM Racing),453ECCF297DA659E0D2D1B5C0ACE63E3,
2023,Occoquan Collegiate Invitational (PM Racing),61D3E8DA328CD0F7D5D0429F9D2C31A4,
2023,Charles River Racing Series #4,FC56B379544295B7F82C5DF8CED89986,data/raw/row2k\2023_charles_river_racing_series_4.pdf
2023,"GW Invitational Junior Racing Final (Jackson-Reed, Bethesda-Chevy Chase, Montcla",C8FBC8CEF718F5FC4C19B3D7A8235A03,
2023,"GW Invitational Junior Racing Heats (Jackson-Reed, Bethesda-Chevy Chase, Montcla",CE7644CD62332721BF55B4CAEF6192AF,
2023,Occoquan Sprints,D8017173160EDE42C756D37C68C5C90C,data/raw/row2k\2023_occoquan_sprints.pdf
2023,"Gonzaga College HS, Bethesda-Chevy Chase HS, DeMatha Catholic HS",34231DEDFC33F1F203E46A6EC58D7026,
2024,Foot of the Charles,C5416BBC10EE24FEC4BD0FBDBC671448,
2024,2024 Mercer Fall Classic,8C259599257D8DBDFA276CF23CD6D462,
2024,Heart of the Housatonic,0D93EBB759EF47AF4453AC37E612339D,
2024,Head of the Spokane,DD20181D2D62E7AC682907B98C614E07,data/raw/row2k\2024_head_of_the_spokane.pdf
2024,The Iowa Chase,4E77176E1C97B6C956C9D66D4A0D26D4,data/raw/row2k\2024_the_iowa_chase.pdf
2024,Head of the Muskingum,7EDCDDFF94A70D65B6CCD41EA60D4B8D,data/raw/row2k\2024_head_of_the_muskingum.pdf
2024,Head of the Riverfront,34387F76CC8469A5C4681FD5DA15B1E8,data/raw/row2k\2024_head_of_the_riverfront.pdf
2024,Head of the Trent,AD8A7ED566F1B56CC91D6277C9168009,data/raw/row2k\2024_head_of_the_trent.pdf
2024,Head of the Ohio,F3927490E27682A6F8C920F53E406F95,data/raw/row2k\2024_head_of_the_ohio.pdf
2024,WISCO Chase,13815DA5A706E0F99608C6F92D61EC6B,data/raw/row2k\2024_wisco_chase.pdf
2024,Textile River Regatta,D74F60F6203ED83AD5F631785D4305B4,data/raw/row2k\2024_textile_river_regatta.pdf
2024,Head Of the Oklahoma - Sunday,82AC8B35FC73D5664720E7F1889DCDF5,data/raw/row2k\2024_head_of_the_oklahoma_sunday.pdf
2024,Tail of the Lake,CDF42FF72B386F9B571BE3D9073725A0,data/raw/row2k\2024_tail_of_the_lake.pdf
2024,Overpeck Fall Classic,E002664467CA09E624EF85BB6393EB6F,data/raw/row2k\2024_overpeck_fall_classic.pdf
2024,Occoquan Challenge,5D53FDB382E66FD0976E0D3AF1F1A5A1,data/raw/row2k\2024_occoquan_challenge.pdf
2024,Head of the Port,96A62C80F8452614122B14CC03C14689,data/raw/row2k\2024_head_of_the_port.pdf
2024,Head of The Christina,D1319E02FC2DFE1DBBFC43D34227F878,data/raw/row2k\2024_head_of_the_christina.pdf
2024,Head of the Estuary,148D8A6CA3E9638FD37A7EF7C7791D28,data/raw/row2k\2024_head_of_the_estuary.pdf
2024,The Ocean City Chase Race,61331991F3455E9531A18399A72A0F2F,data/raw/row2k\2024_the_ocean_city_chase_race.pdf
2024,Head of the Henderson,F9105501CD25A060936C7273542A73CD,data/raw/row2k\2024_head_of_the_henderson.pdf
2024,Head Of the Oklahoma - Saturday,52FFA3386CB2E4131F295A1BABEC0294,data/raw/row2k\2024_head_of_the_oklahoma_saturday.pdf
2024,Head of the Grand,E1B7E54589F5EA5B2C268D3440CA86A3,
2024,Mohawk Fall Classic Regatta,A95E1C029B61CD1CFF81D20DA7A14C4E,data/raw/row2k\2024_mohawk_fall_classic_regatta.pdf
2024,"Chebacco Chase: Gordon College, Mass Maritime Academy, Wentworth Institute of Te",0F91046A84A11392A4C0E89ED44B684B,
2024,Winni Chase,29629D1B0DBD1B9AB3AD3AF2DB01F9B8,
2024,Head of the Chickahominy,7FF62D0B7DD5AC2BD969466804AE9312,data/raw/row2k\2024_head_of_the_chickahominy.pdf
2024,Occoquan Memorial Sprints,610DF93392680E58AA694D649685F1F1,data/raw/row2k\2024_occoquan_memorial_sprints.pdf
2024,"St. Andrew's Regatta # 4 (boys): St. Andrew's (DE), Bethesda-Chevy Chase, Gonzag",57F297AFC05AF3C7FE16AC26C05614A2,
2024,Occoquan Collegiate Invitational (AM Races),C630FB71B5536734B70C44E43014BC8F,
2024,Occoquan Collegiate Invitational (PM Finals),BCCAC3EC75606F3111CAC34A71B766D6,
2025,Fuß of the Charles,3050374662B87853D6C3B365D64D240E,
2025,Philadelphia Frostbite Regatta,8E81B0CCD2F1F4D8424AFD90C6800C96,data/raw/row2k\2025_philadelphia_frostbite_regatta.pdf
2025,Head of the Marina Regatta,9C74C2EA66BA4B258935817BD2341868,data/raw/row2k\2025_head_of_the_marina_regatta.pdf
2025,2025 Mercer Fall Classic,9D5A226237168DEA09462A976F8735ED,
2025,Heart of the Housatonic,CD53FF9241EBCC46BF2FF8EBF55FE7B7,data/raw/row2k\2025_heart_of_the_housatonic.pdf
2025,Head of the Kansas,3D0A28F6DC859CA03A49D45314120B6D,
2025,Head of the Potomac Regatta,3FCDF58E3FFECE8DA38A0547BD5C1457,data/raw/row2k\2025_head_of_the_potomac_regatta.pdf
2025,Charles River Sprints: CRI v Saugatuck v Greenwich,C0FA27AB39BCA6897CB160B9CAEB1585,
2025,"Belmont Hill, Brookline, CRI, Riverside, Wayland-Weston : ""Charles River Regiona",BEEE4F733AABB6C360D43025C9992683,
2025,"St. Andrew's Regatta #4 (boys): Kent, Bethesda-Chevy Chase, St. Joe's Jackson-Re",0F341CF96FEE12F48537160EC6F045BA,
2025,Charles River Racing Series #6,072A1D797A0939BEB0AB16C6FBF264EF,data/raw/row2k\2025_charles_river_racing_series_6.pdf
2025,Schuylkill Invitational: AM Racing,1F1730CEDC1E18E080AF86BCAEC7A1AF,
2025,Schuylkill Invitational: AM Racing,ED7AC00AD411E9ED0EB4A34AD4FFCE08,
2025,Schuylkill Invitational: AM Racing,0BA4FE2AC63CBDE3FE9525811E60C0D1,
2025,Schuylkill Invitational: AM Racing,5B2C1B8AE3F88D1FB8A828BE47353881,
2025,Schuylkill Invitational: PM Racing,FF19ECED4D206BAAFB649B84F405D5AC,
2025,Schuylkill Invitational: PM Racing,1D26A3C560E5791A668C4BED3544C083,
2025,Schuylkill Invitational: PM Racing,8BC6DFD34F1F12F9FC0B97E761B0C200,
2025,Schuylkill Invitational: PM Racing,B1CA763F23792EE4691FC1221D6662E4,
2025,Charles River Racing Series #4,27CBC9FD9DE3212A245110D9533ED035,data/raw/row2k\2025_charles_river_racing_series_4.pdf
2025,Charles River Racing Series #3,AA39159331AE88659C2813725714F59A,data/raw/row2k\2025_charles_river_racing_series_3.pdf
